name,cc
utahscotty,0.333333333333
kaneforever,0.166666666667
MuslimFeministGothRhymer,0.133333333333
megananderson,0.0
RepinCaL,0.153846153846
simeonmwp,0.15763546798
katieeeec,0.254545454545
joserd,0.0
Randpher95,0.0
twilight3214,0.0
inhibitedbybrightness,0.0
bajiedom,0.0727272727273
ddolan,0.952380952381
dihtgrandi,0.542483660131
jsskllgg,0.5
Infotalkforhumans,0.0
ienvanhouten,0.333333333333
shortybabe0887,0.4
faculties,0.178571428571
rfairley,0.0
magickat,0.1
malimac14,0.0961538461538
MiraBrody5,0.0222222222222
metallica,0.0
daisiereads,0.0976037405026
ismith88,0.516483516484
apnaDepalpur,0.0
BostonRiot,0.232258064516
musicsmylife,0.3
TheAwkwardGirl,1.0
rie625,0.866666666667
jgualotuna,0.0
reslaman,0.0808823529412
lindajs,0.4
firecat,0.0
disturbed,0.12
colbysmith,0.138888888889
danthemango,0.0
chronic,0.7
sweetben09,0.0
ohemgeeitzshel,0.333333333333
domcodma,1.0
MrWilson,0.142283950617
HeatherJ,0.0
webhosting,0.0
lizzyhowie94,0.333333333333
knight,0.186813186813
RememberDecember,0.0
hotinfo,0.0
pctips,0.0952380952381
munishdhiman,0.333333333333
nurul,0.0
roncall,0.409090909091
basketball,0.0
maddiefry,1.0
cherrylovesu,0.0
NataliaNicholas,0.333333333333
VeroniqueMariquita,0.15845410628
yuliana,0.142857142857
cmiller64,0.285714285714
utroukx1,0.142857142857
sylviatrust,0.0
olivejay,0.222222222222
Tiger2311,0.0
zuniga,0.285714285714
jadedruid,0.168907071888
jeceil,0.234408602151
gamrslts,0.0714285714286
timuree,0.178571428571
dgoldman,0.0
mazemazie,0.666666666667
jpbmsaandme,0.0
itzbritduhhx3,0.0
urbaninspiration,0.0967741935484
jermy650,0.0
modeni,0.0512820512821
TheBadcattitude,0.0
Arietty,0.0
dreamhouse,0.102564102564
fireangel,0.5
ahmed,0.0
angelordeviltalk,0.3
VictorD,0.0
InsideandDark,0.0
Oakie2012,0.404558404558
UTA-DAVO,1.0
krasityr,0.0
dreamer93,0.4
caddywompass,0.577777777778
kevinmakster,0.166666666667
ksouza3,0.733333333333
rahu2170,0.333333333333
KsRed501,0.0
xuangli,0.0
mysecretblog,0.0
jandararife,0.1
tekopejtka,0.138888888889
tooeagertoplease,0.0
girlinluvwithgod,0.3
beachbum,0.619047619048
kidwang88,0.0
thailandtournews,0.0833333333333
Redheadedgirl,0.340579710145
kimsworld,0.0
jessbarbe,1.0
Beanworship,0.0
margarettec,0.0
suns0ng,0.0
nemothompson,0.294117647059
jaymee1990,0.378787878788
CharlieAdams,0.0582752692064
okie,0.117602996255
Besengek,0.0
LaurenWestgate,0.266666666667
oldfatguy,0.198412698413
daniellepierce,0.0666666666667
malikaC18,0.2
katerogers,0.0
Ash,0.666666666667
nightsky,0.0
AshleyRaae,0.0277777777778
navychief22,0.0
wholooksattheseblogs,0.0
deathbladex34,0.666666666667
RyanneKelso,0.0
joannegg,0.0
Windancer,0.109295199183
eternidad,0.488888888889
mattnisly,0.333333333333
sweetandsexi,0.0
Westbrook4MVP,0.0
knitabit,0.0
diaryofamanic,0.166666666667
smorrises,0.0
LOSTinTHOUGHT,0.0
tranxx,0.0
mcauzza,0.242424242424
silverlupe4,0.5
differentboy,0.0666666666667
Restoreus,0.0
MoonDoggie,0.214285714286
WhenTheSeaRisesRed,0.0
serpenteyes,0.0
theToriiiii,0.0936507936508
clndrguy,0.5
xxdestinyxx,0.285714285714
hafizaffan,0.821428571429
queenadine,0.833333333333
OhaiThereAsia,0.254545454545
fallensade,0.5
youandme,0.1
alexisleesa,1.0
taylorbailey,0.0
speakingwordsofwisdom,0.222222222222
NIKHILRAMAN,0.0
incirlik1228,0.0
chloie,0.4
nrfawcett,0.2
ibpixie2,0.0
brettconner,0.0
Nostradamuss,0.0
arkansasmama,0.25
Nhull1991,0.0
insatiablyfunny,0.140229885057
billshotsauceblog,0.0
PonicPods8,0.666666666667
WifeyOnFire,0.1
chiharu24,0.4
staceydeluna,0.133333333333
d29kiwakoarakaki,0.0
cartoongirl,0.0
jennyutahgirl,0.135632183908
unitcommand,0.0
MonaBMoore1,0.0
pissedACchef,0.0
countrygal9870,0.194444444444
amian123,0.0
daniellehayes,0.0
rica,0.0410720679249
Brilliantmadness,0.130102040816
siaoxiiao,0.0
thatsawit,0.0952380952381
jassica,0.0
lilacsparkle,0.178571428571
RoxAnn1235,0.0
ScreamingForVengeance,0.0
KayLynnyLyaK,0.0
alltimelow05,0.0
space137,0.666666666667
akazukin,0.288888888889
alyssasblog,0.0666666666667
ashes2ashes,0.277777777778
kablez,0.0
wwwdarkchild89,0.105263157895
raddog,0.0
ColtinHarris,0.2
shannonsboy1987,0.0
quietwriter,0.333333333333
thissen,0.393939393939
maggiemae,0.0944841675179
koolkutegirl,0.4
logconservative,0.0
YANKEES463,0.0
ericangerer,0.111111111111
TysterGallery,0.0
TACarter,0.0
denisepinker,0.0
dhuang0811,0.166666666667
smoodysmile,0.0
TRMason,0.0
huttriver,0.0
monkeygirl21,0.0
gloss4beauty,0.0
rhafezi1,0.0
hisoneanonly,0.0
ameaningfullife,0.0
lolraymond,0.666666666667
vannycastle,0.0
rebeccacrawford01,0.0434782608696
Laurenmusicvideorevision,0.333333333333
monicaspeaks,0.217948717949
julsbos,0.259770114943
TheLifeofLiz,0.0
camelia2010,0.0
InWithSkin,0.181818181818
LivingMyALife,0.0
loth,0.163636363636
cgordon404,0.075
beckyrayjohnson,0.178571428571
aminalashay,0.6
heidrunick,0.5
TheMiz025,0.0
manderson60,0.0641025641026
newfjess,0.0
gigihepcchick,0.0
djcchoppercat,0.464285714286
stepmom,0.0
cmserrano619,0.333333333333
DavyJenkinsXlll,0.333333333333
ARaish5,0.177777777778
pendleton-kid,0.666666666667
Glsg9196,0.0
hiddenxangel,0.181609195402
group420,0.363636363636
sarahsdelight,0.0
RaggedyAnn,0.20487804878
butaflynote,0.188194038574
perdicanloco,0.0666666666667
bigstrawberry,0.805555555556
ShaneZombieSlayer,0.0
adventures,1.0
gaillav2006,0.123924268503
pinkbunnyallergy,1.0
PsychoPuppy,0.133333333333
ahackney,0.0
jsusalla,0.0190476190476
imalady,0.0
clint49,0.102564102564
Forget-me-not,0.2
thurley,0.0
FLJoie,0.0
IslandTea,0.0
blondy,0.238095238095
twistedtimes,0.329004329004
capetowncuties,0.0
whisperedecho,0.0
sivakartheek,0.0
jayell,0.0
johndeere,0.333333333333
lazibaby,0.6
rhiannoncamacho,0.183333333333
eat-die,0.0
dhanashree,0.333333333333
tigressfidelis,0.0
crystallynn,0.666666666667
lighthouse,0.106382978723
akivibes,0.0761904761905
jjohnmix,0.0
lynnnn,0.0
willowolliw,0.291666666667
rachelle2004,0.00356506238859
melissaslp,1.0
paint-my-world,0.0
freddles,1.0
thecollegekid,0.0
HiRoKo,0.0
FieryLeo,0.15
worker,0.0
neptunetheblueplanet,0.0
internetjoe,0.0
ninevehgtrs,0.0
mattgeri,0.0
nbahater,0.0
ktaylor62,1.0
wildcat,0.283422459893
valmaclean,0.0
piffster,1.0
cdighton36,0.333333333333
theawristocrat,0.0
amraini,0.0
katieages,0.0
thomasg,0.9
chrisarora42,0.0
MeNMisterSlade,0.285714285714
iphoneart,1.0
queenteamum,0.0811531007752
mobious,0.5
NottheNews,0.327651515152
nmhollett,0.155555555556
andywickland,0.0
kentuckyweaver,0.355072463768
ambzybaby,1.0
FredSavage,1.0
hellsangel,0.0
krystahaught,0.0
HardToHandle,0.333333333333
BrittanyChase,0.333333333333
somkhang,0.6
russellsweetwater,0.166666666667
datdreamer,0.0
Momma4Him,0.0
confusedjared,1.0
kendall347,0.0952380952381
QuothTheRaven,0.1
jayfirth,0.0
constantvariable,0.142857142857
electra,0.0
ThoseQuirks,0.0
elliott,0.216524216524
meme2237,0.333333333333
RedInDenver,0.666666666667
nikkis09,0.424615384615
worldstudies,0.34984984985
SimplePlanFan999,0.0
cenanena,0.0
75757575,0.333333333333
carworldeclassi,0.0
kaileydesimone18,0.0
machelpishere,0.0
HollyWood-Babe,0.666666666667
colokiecal,0.0
rawchina,0.0
powix,0.4
oDynamic,0.333333333333
greenmountainshadow,0.238095238095
myheartbleedsnomore,0.227272727273
elvera155,1.0
annamica,0.3
blueallymissey,0.229437229437
kamino,0.0
laurariley9,0.0
Kima9743,0.0
NaturalLiving,0.0
magicnumber451,1.0
yertle,1.0
sweetmowena,1.0
AnasBallerina,0.0
SammiNicole,0.0
aldyansyah,0.0
iwannarant,0.047619047619
buzzingbusymom,0.2
Christney,0.0
amber5150,0.357142857143
fitnessandweightloss,0.0
chiyokouema,0.666666666667
robertmitchell,0.0
Bollockstoyou,0.636363636364
Hydock,0.333333333333
bklynazndude,0.0
emilynodwell,0.960144927536
jodi2593,0.0
mshunibuni,0.0
lilladee,0.0
fiabeckons,0.333333333333
joegande,0.0
JadaRiver,0.409356725146
WarriorWomen,0.0561186433241
lizcat2,0.0
trigger100,0.136363636364
sketchypromises,0.8
ssehydnarbaolcom,0.177777777778
rupertbear,0.333333333333
erilvy,0.2
SWOG1961,0.0
MoazKhalil,0.0
thegreatozz,0.263333333333
HelenaoFTo,0.9
sweetahyoka,0.0
carlhalling,0.0731707317073
mswenson,0.190476190476
nightshadow13,0.0666666666667
rica09,0.423076923077
charris,0.0
brighterstar,0.266666666667
goodcajunwoman,0.0
brighid101,1.0
hazeleyedgal47,0.171428571429
remyspencer,0.0
newviewonlife,1.0
spudworth,1.0
precisionproductions,0.222222222222
Desigirls2u,0.0
guinevere,0.5
premar16,0.333333333333
QUIGGLEY,0.0222222222222
ellabanach,0.178571428571
justjustin,0.0
soapyglory,0.25
desire,0.0
kimh2oberry,0.166666666667
rfrancis,1.0
girlintransition,0.0
Elsbet,0.0
lmorrison8,0.428571428571
sodapop,0.133333333333
mimikoko,0.0
crossofix,0.0
InANutShell,0.153846153846
TeenGirl,0.0
sororgirl21,0.25
vicdamico,0.25
figgysgirl,0.642857142857
chicagocop,0.0
caleb34,0.0
girlsrule,0.0
trissyjess,1.0
FlavorFullJumble,0.0
cbeeson1,0.0
radaedan,0.272727272727
texanstrawberry,0.0
hisforlife101,0.0747474747475
poppopchucksr,0.0
wholesale7,0.0
juliehelpster,0.0
StrawCherry93,0.0
milvancronaldo,0.0
jgonzooo0,0.0
trevoye97,0.0
kevwan182,0.0
Kazzeroo,0.327272727273
Azeminaaa,0.0
PastorGary,0.2
trackbabe423,0.0
RavensBlood97,0.0
inspiringotherlives,0.2
chitterchatter,0.0
mmolaro,0.219047619048
Jillybean,0.0727272727273
CharlieCMedia,0.358974358974
taylorbaby,0.0
goneblank,0.0
amandapelton,0.0
monkeylover2354,0.0
meditativemusings,0.3
rustischwab,0.138888888889
talalhussain,0.0
butlrbot1,0.0555555555556
spokenofthecereal,0.7
mikejew,0.3
bythesea,0.0
Runningprof,0.0
MissyJodie,0.0714285714286
rentamom,0.0555555555556
venusiangoddess,0.322660098522
washedupthirtymileswest,0.333333333333
spurgeon50,1.0
danidobbs,0.666666666667
roshen,0.3
randombyte,0.331578947368
smink63,0.038789428815
dgriffin,0.288888888889
taylormarie,0.0
angeleyes1971,0.266666666667
NickReid,0.0
lozzarino91,0.0
danbur2,0.194444444444
sos,0.47619047619
shawnwrona,0.0
syafnidawati,1.0
photowriter,0.290909090909
jimparker42,0.0769230769231
SexToyLady88,0.5
snitchs36,0.0
Tiffiny9880,0.0
lavendermorning,0.309090909091
Camcam123,0.121212121212
Faani2014,0.0
FAngusQQ,0.0
woodstock12,0.466666666667
badbitchblogs,0.0
CheleLyn,0.0
ragipdiler,0.0
rryyaannxxzz,0.151260504202
gorgeouslysoulless,0.361111111111
bedrock,0.155303030303
hellsangel0001,0.132290184922
outreachideas,1.0
deliciously-tart,0.0
bgbnddrummr,0.0
Webblover,0.0
LouiseThel,0.163025210084
Sabrina-M,0.9
AvrilWorldStudies,0.733333333333
holyquran,0.0
rimkevicius,0.0
SomeponySpecial,0.333333333333
mkeenan,0.0
stardancer,0.0
Alone15,0.0
shirtboss,0.0
Precious318,0.0
acting4ever,0.333333333333
h4ck3r,0.0
scumshine,0.0
y2me237,0.0
pitarpan,0.0
StevieBoy,0.0
WorldHorrorNetwork,0.0
possiblebride,0.0
CMaeAmgirl,1.0
kellyboy,0.252747252747
whatthebigdeal,0.0
olomona12,0.0
seholc00,0.0
retroglam,0.2
dawnarteaga,0.0
stacyferguson27,1.0
louise37,0.0
somebody,0.0
Thingtw0o,1.0
xalwaysxyoursx,0.0
c59yukky,0.472727272727
hiranr85,0.166666666667
thomasaquino,0.0
notamorningperson,0.219047619048
simonay09,1.0
madwoman,0.5
Phxgal,0.38253968254
childlesswomen82,0.0
VENNICEHAYKO,0.0
militarysoldier,0.1
dudalicious,0.435897435897
blackshadow,0.0
nativemiss,0.571428571429
brittnaynay87,0.0
hostingpursual,0.0
lostways2003,0.0454545454545
eddiedoe,0.0
jayakumar,0.0
ivegotnothingtohide,0.5
vivilinlu,1.0
taystar269,0.0
hmcreynolds,0.05
agelesswoman,0.0
darklillith,0.26173541963
riteshredkar,0.333333333333
siannan,0.0
lewisky07,0.0
Lilyavalon,0.4
pertodopensamento,0.0357142857143
rtomlinson128,0.332015810277
Kaylah3691,0.0
Madness,0.333333333333
bradass,0.121212121212
realitychecks,0.0
oneplanet,0.0
blogger21,0.0
giveadamn,0.321428571429
liznickisanchez,0.0
anythingbutmum,0.333333333333
kbradshaw,0.0
cabilliers,0.0
HeatherMoshes,0.152380952381
iieeeeeee,0.0
jillbot,0.6
nickjonasfan13,0.139130434783
d0uglas92,0.5
haleighisakitty,1.0
j6molina,0.0
ablfyt,0.1336996337
thedailygeeks,0.666666666667
KScottaline,0.1
dennisonfam,0.166666666667
ChartiseWilliams,0.0
AttackMacaque,0.288888888889
meahgan,0.10243902439
llatham1,0.4
absorbtheimpact,0.0
worldcharms,0.0
IthinkthereforImBlue,0.0
MrRightwing,0.448529411765
itsjesssc,0.0
jjanemartin,0.286764705882
kmarine151,0.666666666667
loverhonda,0.133333333333
justsayn,0.6
GarysGuts,0.294871794872
c19namiko,1.0
flyingsultan,0.0
FortWorth,0.571428571429
theifoncross,0.333333333333
mugsie,1.0
cpickering2,0.5
tacotayler,0.47619047619
mmattias,0.333333333333
mylifeasamilwife,0.2
mommaholly,0.0
southpak,0.0
Geneva02,0.212244897959
runnerphil,0.1
solanikola,0.285714285714
sherrirn4u2,0.179435483871
Wilfred88,0.575757575758
Dc59Stamps,0.257142857143
DiaryOfABeachBum,0.078431372549
sharedheartsforever,0.257575757576
kevinjamesjeff,0.166666666667
claytonh,0.14245014245
ChrisAnthony,0.266666666667
badboyz4lyfe,0.104761904762
kmatranga,0.361111111111
kaylinsays,0.363636363636
beautifulxloser,0.0
uniquelyemo,0.263333333333
Berry69,1.0
tramadoladdiction,0.0
fitmommas,0.0594882402513
kimberlygarner,0.0769230769231
team,0.05350181476
kkmoody12,0.0666666666667
gberryhill,0.166666666667
foreveryours528,0.0691763191763
retzq,0.0
aansystone,0.0
indiegal,0.0
AnotherDeadHero,0.0
katieblumenauer,0.333333333333
nobodyseverperfect,0.280952380952
skoolsswister,0.0222222222222
virgolady,0.0
SigmaX,0.0813771517997
blogsterruss,0.0
crazychickenlady,0.0
delila005,0.0
playboyaru,0.0
nathanafrique,0.0
keeperofthegates,0.0
AnimaiEryzel9508,0.7
stevegarcia,0.0
distancelearning,0.0
nemo4sun,0.215529753266
tengbom22,0.2
lifelover2007,0.241758241758
gottablognow,0.0
kaylabruni,0.166666666667
castaway1,0.2
daniellediemer22,0.0
lesbolynne,1.0
lilygreen,0.166666666667
diaryofmemy,0.0
heatherxhatchet,0.139705882353
euteacher,0.241830065359
DesertCloud,0.333333333333
CoriJohnson,0.146666666667
sexycheerchica,0.0
bananna007,0.0
DrummerGirl22,0.133333333333
Serenole,1.0
hermit09,0.266666666667
lauralee727,0.666666666667
beckaymc,0.142857142857
littebelgianwriter,0.0952380952381
justacitygirl,0.179799048123
ClawsandPaws,0.0
StrawberryKisses,0.266666666667
ghd2sale,0.0
pollyanna,0.5
InvisableSecrets1304,0.0
unpdlanor,0.0
Chasity13,0.0
fearandforce,0.5
Shattered,0.133333333333
IdaGomez96,0.0
lutherblogs,0.305263157895
mylifeafter40,0.0
bkoontz,0.0
Sydco2wdv,0.0
thetrailofblogs,0.357142857143
kanielc11,0.258823529412
lalitkhungar,0.0
throwingspiders,0.102564102564
nathan347,0.6
knitwit3,0.0
livethelifeuhave,0.0
KDDeLuca,0.437908496732
lambertblog,0.0
broken-inside,0.0
funsizedevil,0.0
emachine11,1.0
AGirlWithABlog,0.0
Gordzzz,1.0
judieq,0.111111111111
CONSTER1380,0.0
krysnjackie,0.0
KayandKari,0.0
marikas2,0.333333333333
joepyM72,0.181286549708
AlyssaBarber,0.25
princessross,0.0
dedhipoenya,0.0
LizzyBeth,0.416666666667
Darkwingduckk,0.0
numchuck-bree,0.0
bamalady,1.0
ladyspain,0.402150537634
anelms,0.666666666667
msnider2,0.121212121212
JustCruzin,0.133333333333
riteshsc,0.0
verdanicajones,0.272727272727
calebv34,0.0
Sallahuddin,0.0
insomnia,0.0
putrinurulhadiaieni,0.6
musicninja95,0.148550724638
kcausey,0.333333333333
tegidfoel,0.466666666667
jahalpack,1.0
KristinSchroer,0.0
RoseMuller,0.0
youmakemyday,0.176470588235
neena-sage,0.666666666667
GeminiMind,0.283333333333
greasygirl,0.571428571429
bloodsinger,0.0
mmullaney,0.5
urwhatyoueat,0.0
MahahJane,0.2
Battlecroft,0.0666666666667
BrianHansen,0.0
BluGrassPatriot,0.0
shawtaygoesharder,0.0
SakeYake,0.0
jakefletcher,0.0
cableaddict,0.0
skitzofox,0.0444444444444
poniboy1dealsmall,0.333333333333
rafiki,0.0
LoveOfLock,0.333333333333
bobkovacs,1.0
Sunnie1972,0.0
Kingori,0.333333333333
sassybutterfly,0.0
diamondgurrrl,0.0
Terracaust,0.0808823529412
3bitches,0.0
jjchicagoca,0.0
mjmonelo,0.0512820512821
inexorablefist,0.0
danill52,0.0
eztransfer,0.391812865497
jordanmiller2989,0.2
a30MK,0.619047619048
shineking,0.0
BrookMac10,0.638888888889
morphsun,0.0
tloucks,0.183333333333
boubassen,0.333333333333
ElbowTheOboeRU,0.0
cjhang12,0.0
zoewilliams,0.698529411765
laughoutloud,1.0
kalibegley,0.9
harisschris29,0.0
marycbulich,0.0
GORE-jusss,0.0
cvander135,0.0
melaniedyoung,0.218181818182
DaddyFlareee,1.0
misthoughts87,0.5
jsielsch,0.466666666667
totallyme,0.0
wallflower1947,0.0
Isotrip001,0.0
dinosaurboredom,0.0
golfers,0.161770623742
BettyJane,0.266666666667
justin1394,0.0
ckgirl07,0.0
ADayBehindEveryOne,0.25
livelovelaugh91897,0.0
raz524,0.0
frglvr555,0.19696969697
mchristine,0.0
oldcontrarian,0.166666666667
scottdp197331,0.0
TissyAnn,0.35
its-complicated,0.0679611650485
g22asami,0.5
scubaeeyore90,1.0
lonerluna,0.0
Elleavation,0.127272727273
m0elester,0.0
innocuous,0.2
glimmerchick,0.238095238095
crazycheewawa,0.0
lilyhood,0.222222222222
sweetpineapple21,0.0
CancerousAction,0.147177419355
kwikathan,0.234810126582
babygigglesz,1.0
billyblogger,0.136842105263
jiteshmalhotra,0.0
Viridian,0.424242424242
redstatelucy,0.173109243697
Benoit88,0.0
DWRCMODELS,0.0
solace,0.0
jennasnow,0.0789473684211
daniellesabitch,0.178571428571
crocrock,0.416666666667
AmnestyW,0.266666666667
MrsMiller,0.0
veterancop,0.233333333333
genuphobia,0.0
Jguadagnolo,0.5
beccasamaan,0.181818181818
larelle6001,0.0
a32uchima,1.0
jtompkins2,0.104838709677
psychicsister,0.236363636364
hillmate,0.21512605042
absonence,0.466666666667
renyswords,0.0
khudoodM,0.177777777778
rachelamedee,0.0
djohnsen,0.777777777778
uhleesuhmarie,1.0
pinetree,0.235294117647
lifemusiclove,0.666666666667
countrygirl55,0.0648567119155
HelloGeneration,0.0
xxbrokenangelxx,0.0
palaemon,0.833333333333
the4567,0.666666666667
lancemayer,0.0666666666667
ekeenan,0.0909090909091
BeautifulAlice,0.0
badge3379,0.0545454545455
cmagoon23,0.0
Kaitlynn,0.163636363636
MotoTeen,0.115384615385
selenalove,0.392857142857
langsundmate,0.0
Hatchback86,0.285714285714
ehsann,0.0
perspectivism,0.0
SomethingOriginal,0.0
Iamsomebody,0.133333333333
cheaplaptop,0.0
tooyoungtobethisold,0.0
BlakeMorgan,0.0666666666667
wazirowazir,0.333333333333
fitnesstips-100,0.181818181818
zheyuwang,1.0
suzycue71,0.6
JuniorJr,0.0
expatcisca,0.1142643764
LoneWolf,0.0
consummateashu,0.666666666667
waahwaahin,0.0
chaosnathangx,1.0
keithknightsinger,0.218181818182
DiatribeDamsel,0.333333333333
jeweehyann,0.0
Abdoulaye,0.0833333333333
alexarocio,0.0
ricthebest,0.0
krazoner,0.0
huntchristin,0.0808823529412
ANCLEE,0.106060606061
leeves,0.0
healthybodytoday,1.0
rosedapello,0.0
fatoldguy,0.273846153846
PassionToCook,0.1
Lostandfoundlove,0.0
Jroof122,0.0666666666667
wintersnowmaiden,0.333333333333
growingtimes,0.0
